1;0;0;0;
2;0;0;0;
4;0;1;0;
8;0;0;1;
16;0;2;1;
32;0;7;4;
64;1;30;22;
128;2;123;80;
256;8;471;317;
512;33;1907;1287;
1024;131;7613;5180;
2048;522;30590;20190;
